"","...1","Plot","age","id_observation","id_releve","code_perso","date_releve_deb","x_l93","y_l93","lon_wgs84","lat_wgs84","lieudit","alti_calc","rec_total_pl","rec_arbu_pl","rec_sarb_pl","rec_herba_pl","rec_crypto_pl","substr_roch_pl","substr_bloc_pl","substr_cail_pl","substr_terr_pl","substr_grav_pl","substr_sabl_pl","substr_liti_pl","nom_cite","cd_nom","nom_complet","cd_ref","nom_reconnu_ss_auteur","nom_reconnu","famille","recouvrement_sp","hauteur_veg","facilitation","BSC","compet","nurse","reprod","comment","meta_comm","Site","ageChronoG","ageChronoG2","Vielle_repro"
"1162",194,"P22",109,33522288,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Gnaphalium supinum L., 1768",100515,"Gnaphalium supinum L., 1768",110063,"Omalotheca supina","Omalotheca supina (L.) DC., 1838","Asteraceae","0.1","3",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1163",194,"S2-14",31,24792999,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","4","3",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1164",194,"T28",24,33524725,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","x","5",NA,NA,NA,NA,"0",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1165",195,"B2_07",11.5,34901034,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Poa alpina",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","0,2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1166",195,"GB3-01",23.5,31193869,9373264,"Band : 1985-2003","7/30/2019",983755.548,6474617.865,6.622446004,45.31234323,"Glacier de G<e9>broulaz",2602,"10-25% (10%)",NA,NA,NA,NA,">75% (89%)","50-75% (58%)","25-50% (28%)",NA,"<5% (3%)",NA,NA,"Artemisia genipi Weber",83973,"Artemisia genipi Weber, 1775",83973,"Artemisia genipi","Artemisia genipi Weber, 1775","Asteraceae","+","7",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-01 ; Band : 1985-2003 ; Time : 08:38 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1167",195,"O36",33,36716627,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Festuca halleri All., 1785",98272,"Festuca halleri All., 1785",98272,"Festuca halleri","Festuca halleri All., 1785","Poaceae","+",NA,NA,NA,NA,NA,"1",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
"1168",195,"P22",109,33522282,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","0.1","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1169",195,"S2-14",31,24793006,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Sedum atratum L., 1763",122124,"Sedum atratum L., 1763",122124,"Sedum atratum","Sedum atratum L., 1763","Crassulaceae","+","1",NA,NA,NA,NA,"0",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1170",195,"T28",24,33524719,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","x","10",NA,NA,NA,NA,"0",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1171",196,"B2_07",11.5,34901035,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Poa cenisia",114151,"Poa cenisia All., 1789",114151,"Poa cenisia","Poa cenisia All., 1789","Poaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1172",196,"GB3-01",23.5,31193868,9373264,"Band : 1985-2003","7/30/2019",983755.548,6474617.865,6.622446004,45.31234323,"Glacier de G<e9>broulaz",2602,"10-25% (10%)",NA,NA,NA,NA,">75% (89%)","50-75% (58%)","25-50% (28%)",NA,"<5% (3%)",NA,NA,"Poa alpina L.",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","+","12",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-01 ; Band : 1985-2003 ; Time : 08:38 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1173",196,"O36",33,36716626,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Poa laxa Haenke, 1791",114262,"Poa laxa Haenke, 1791",114262,"Poa laxa","Poa laxa Haenke, 1791","Poaceae","+",NA,NA,NA,NA,NA,"1",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
"1174",196,"P22",109,33522298,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana Bech., 1938",80741,"Agrostis schraderiana","Agrostis schraderiana Bech., 1938","Poaceae","6","7",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1175",196,"S2-14",31,24792998,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Veronica alpina L., 1753",128789,"Veronica alpina L., 1753",128789,"Veronica alpina","Veronica alpina L., 1753","Plantaginaceae","3","6",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1176",196,"T28",24,33524726,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Salix myrsinifolia Salisb., 1796",120135,"Salix myrsinifolia Salisb., 1796",120135,"Salix myrsinifolia","Salix myrsinifolia Salisb., 1796","Salicaceae","x","16",NA,NA,NA,NA,"0",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1177",197,"B2_07",11.5,34901036,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Rumex scutatus",119587,"Rumex scutatus L., 1753",119587,"Rumex scutatus","Rumex scutatus L., 1753","Polygonaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1178",197,"GB3-01",23.5,31193870,9373264,"Band : 1985-2003","7/30/2019",983755.548,6474617.865,6.622446004,45.31234323,"Glacier de G<e9>broulaz",2602,"10-25% (10%)",NA,NA,NA,NA,">75% (89%)","50-75% (58%)","25-50% (28%)",NA,"<5% (3%)",NA,NA,"Leucanthemopsis alpina (L.) Heywood",159722,"Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","+","5",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-01 ; Band : 1985-2003 ; Time : 08:38 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1179",197,"O36",33,36716625,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum Gaudin, 1828",90071,"Cerastium pedunculatum","Cerastium pedunculatum Gaudin, 1828","Caryophyllaceae","+",NA,NA,NA,NA,NA,"1",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
"1180",197,"P22",109,33522283,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","0.1","4",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1181",197,"S2-14",31,24793001,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Poa alpina L., 1753",114105,"Poa alpina L., 1753",114105,"Poa alpina","Poa alpina L., 1753","Poaceae","33","5",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1182",197,"T28",24,33524720,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Cardamine resedifolia L., 1753",87970,"Cardamine resedifolia L., 1753",87970,"Cardamine resedifolia","Cardamine resedifolia L., 1753","Brassicaceae","x","3",NA,NA,NA,NA,"1",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1183",198,"B2_07",11.5,34901038,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Saxifraga aizoides",120965,"Saxifraga aizoides L., 1753",120965,"Saxifraga aizoides","Saxifraga aizoides L., 1753","Saxifragaceae","0,2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1184",198,"GB3-01",23.5,31193871,9373264,"Band : 1985-2003","7/30/2019",983755.548,6474617.865,6.622446004,45.31234323,"Glacier de G<e9>broulaz",2602,"10-25% (10%)",NA,NA,NA,NA,">75% (89%)","50-75% (58%)","25-50% (28%)",NA,"<5% (3%)",NA,NA,"Oxyria digyna (L.) Hill",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","+","4",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-01 ; Band : 1985-2003 ; Time : 08:38 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1185",198,"O36",33,36716624,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna (L.) Hill, 1768",111960,"Oxyria digyna","Oxyria digyna (L.) Hill, 1768","Polygonaceae","+",NA,NA,NA,NA,NA,"1",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
"1186",198,"P22",109,33522284,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Campanula scheuchzeri Vill., 1779",87724,"Campanula scheuchzeri Vill., 1779",132522,"Campanula scheuchzeri subsp. scheuchzeri","Campanula scheuchzeri subsp. scheuchzeri Vill., 1779","Campanulaceae","1","7",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1187",198,"S2-14",31,24793003,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Trifolium badium Schreb., 1804",127237,"Trifolium badium Schreb., 1804",127237,"Trifolium badium","Trifolium badium Schreb., 1804","Fabaceae","20","5",NA,NA,NA,NA,"1",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1188",198,"T28",24,33524727,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Salix retusa L., 1759",120195,"Salix retusa L., 1759",120195,"Salix retusa","Salix retusa L., 1759","Salicaceae","x","5",NA,NA,NA,NA,"0",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1189",199,"B2_07",11.5,34901039,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Sedum alpestre",122107,"Sedum alpestre Vill., 1779",122107,"Sedum alpestre","Sedum alpestre Vill., 1779","Crassulaceae","0,2",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1190",199,"GB3-02",23.5,25313639,8972997,"Band : 1985-2003","7/30/2019",983757.786,6474597.587,6.622462667,45.3121599,"Glacier de G<e9>broulaz",2608,"25-50% (40%)",NA,NA,NA,NA,NA,"25-50% (35%)","10-25% (24%)",NA,NA,NA,NA,"Sagina saginoides (L.) Karsten",140428,"Sagina saginoides subsp. saginoides (L.) H.Karst., 1882",119827,"Sagina saginoides","Sagina saginoides (L.) H.Karst., 1882","Caryophyllaceae","+","2",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-02 ; Band : 1985-2003 ; Time : 8:30 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1191",199,"O36",33,36716623,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Silene exscapa All., 1785",123478,"Silene exscapa All., 1785",141110,"Silene acaulis subsp. bryoides","Silene acaulis subsp. bryoides (Jord.) Nyman, 1878","Caryophyllaceae","1",NA,NA,NA,NA,NA,"0",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
"1192",199,"P22",109,33522292,10400936,"Band : 1985-2003","7/8/2019",1000846.21,6540578.27,6.88165,45.89832,"Glacier des P<e9>lerins",2180,"50-75% (55%)",NA,NA,NA,NA,"25-50% (38%)","10-25% (14%)","10-25% (14%)",NA,"5-10% (5%)","5-10% (5%)",NA,"Avenella flexuosa (L.) Drejer, 1838",85418,"Avenella flexuosa (L.) Drejer, 1838",85418,"Avenella flexuosa","Avenella flexuosa (L.) Drejer, 1838","Poaceae","0.1","5",NA,NA,NA,NA,NA,NA,"ROCVEG : P22 ; Band : 1985-2003 ; Time : NA ; Soil crust : 7% ; Moss : 7% ; Cyanobact : 0% ; Lichen : 0% ; BSC : NA ; Photo number : NA","Pelerins","LIA - Control","30-120 yrs",NA
"1193",199,"S2-14",31,24793008,8659357,"Band : 2","7/22/2020",949156.07,6457009.63,6.17223,45.16734,"Glacier de Saint-Sorlin",2693,"50-75% (60%)",NA,NA,NA,NA,"25-50% (40%)","10-25% (12%)","10-25% (12%)",NA,"10-25% (10%)","5-10% (6%)",NA,"Arabis alpina L., 1753",83279,"Arabis alpina L., 1753",83279,"Arabis alpina","Arabis alpina L., 1753","Brassicaceae","+","3",NA,NA,NA,NA,"0",NA,"ROCVEG : S1-X ; Band : 1 ; Time :09:52 ; Soil crust : 0 ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Saint Sorlin","19-36 yrs","20-30 yrs",NA
"1194",199,"T28",24,33524721,10401893,"Band : 1985-2003","7/11/2019",1007648.48,6552228.19,6.9768333,46.00005,"Glacier du Tour",2391,"10-25% (10%)",NA,NA,NA,NA,">75% (90%)","10-25% (10%)","10-25% (13%)",NA,"<5% (2%)",NA,NA,"Leucanthemopsis alpina (L.) Heywood, 1975",105765,"Leucanthemopsis alpina (L.) Heywood, 1975",159722,"Leucanthemopsis alpina subsp. alpina","Leucanthemopsis alpina subsp. alpina (L.) Heywood, 1975","Asteraceae","x","4",NA,NA,NA,NA,"1",NA,"ROCVEG : T28 ; Band : 1985-2003 ; Time : NA ; Soil crust : 0% ; Moss : NA ; Cyanobact : NA ; Lichen : NA ; BSC : NA ; Photo number : NA","Tour","19-36 yrs","20-30 yrs",NA
"1195",200,"B2_07",11.5,34901041,10971335,"Band : B2","7/19/2019",968650.98,6432012.72,6.406418362,44.93515627,"Glacier Blanc",2462,NA,"<5% (0%)","<5% (0%)","10-25% (10%)","<5% (1%)",NA,"5-10% (8%)","25-50% (44%)",NA,"25-50% (30%)","<5% (0%)","<5% (0%)","Sedum atratum",122124,"Sedum atratum L., 1763",122124,"Sedum atratum","Sedum atratum L., 1763","Crassulaceae","1",NA,NA,NA,NA,NA,NA,NA,"Mousses BSC : 1 ; Lichens BSC : 0 ; Eau : 0 ; Dalle : 7 ; Blocs : 8 ; Cailloux : 44 ; Graviers : 30 ; Sable : 0 ; Liti<e8>re : 0 ; Mousses humides : 0 ; Herbac<e9>es : 10 ; Ligneux tr<e8>s bas : 0 ; Ligneux bas : 0 ; D<e9>glaciation : 2007 ; Age : 12","Glacier Blanc","7-12 years","7-13 years",NA
"1196",200,"GB3-02",23.5,25405445,8972997,"Band : 1985-2003","7/30/2019",983757.786,6474597.587,6.622462667,45.3121599,"Glacier de G<e9>broulaz",2608,"25-50% (40%)",NA,NA,NA,NA,NA,"25-50% (35%)","10-25% (24%)",NA,NA,NA,NA,"Arabis alpina L.",83279,"Arabis alpina L., 1753",83279,"Arabis alpina","Arabis alpina L., 1753","Brassicaceae","+","1",NA,NA,NA,NA,"1",NA,"ROCVEG : GB3-02 ; Band : 1985-2003 ; Time : 8:30 ; Soil crust : 1% ; Moss : 1% ; Cyanobact : NA ; Lichen : NA ; BSC : 1cm ; Photo number : NA","Gebroulaz","19-36 yrs","20-30 yrs",NA
"1197",200,"O36",33,36716621,12118025,"Band : 1985-2001","8/28/2020",1014931.95,6552590.78,7.07106,45.99997,"Glacier d'Orny",NA,"10-25% (10%)",NA,NA,NA,NA,">75% (87%)",">75% (75%)","5-10% (7%)",NA,"5-10% (5%)",NA,NA,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata Mill., 1768",121139,"Saxifraga paniculata","Saxifraga paniculata Mill., 1768","Saxifragaceae","+",NA,NA,NA,NA,NA,"0",NA,"ROCVEG : O36 ; Band : 1985-2001 ; Time : 10:10 ; Soil crust : 3 ; Moss : 50 ; Cyanobact : 0 ; Lichen : 50 ; BSC : NA ; Photo number : NA","Orny","19-36 yrs","30-120 yrs",NA
