cdref7,CD_REF7,libcdref7,STRATEGIES_CSR,comment,SA_CSR,JVE_CSR
128268,128268,"Urtica dioica L., 1753",ccr,,ccr,ccr
128298,128298,"Urtica urens L., 1753",rrr,,rrr,rrr
128345,128345,"Vaccinium myrtillus L., 1753",ccs,,ccs,ccs
142048,142048,Vaccinium uliginosum L. subsp. uliginosum,ccs,,ccs,ccs
128354,128354,"Vaccinium uliginosum L., 1753",,,ccs,
142047,142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",ccs,,ccs,ccs
142047,142047,"Vaccinium uliginosum subsp. microphyllum (Lange) Tolm., 1936",,,ccs,
128355,128355,"Vaccinium vitis-idaea L., 1753",css,,css,css
128394,128394,"Valeriana dioica L., 1753",crs,,crs,crs
128416,128416,"Valeriana montana L., 1753",css,,css,css
128419,128419,"Valeriana officinalis L., 1753",crs,,crs,crs
142073,142073,"Valeriana officinalis subsp. tenuifolia (Vahl) Schübler & G.Martens, 1834",crs,,crs,crs
128431,128431,"Valeriana rotundifolia Vill., 1787",crs,,crs,crs
128434,128434,"Valeriana saliunca All., 1785",css,,css,css
128445,128445,"Valeriana tripteris L., 1753",css,,css,css
128446,128446,"Valeriana tuberosa L., 1753",css,,css,css
128462,128462,"Valerianella coronata (L.) DC., 1805",rrr,,rrr,rrr
128462,128462,"Valerianella coronata (L.) DC., 1805",rrr,,rrr,rrr
128467,128467,"Valerianella dentata (L.) Pollich, 1776",rrr,,rrr,rrr
128467,128467,"Valerianella dentata (L.) Pollich, 1776",rrr,,rrr,rrr
128476,128476,"Valerianella locusta (L.) Laterr., 1821",,,rrr,
128476,128476,"Valerianella locusta (L.) Laterr., 1821",rrr,,rrr,rrr
128476,128476,"Valerianella locusta (L.) Laterr., 1821",,,rrr,
128476,128476,"Valerianella locusta (L.) Laterr., 1821",,,rrr,
128476,128476,"Valerianella locusta (L.) Laterr., 1821",rrr,,rrr,rrr
128520,128520,"Veratrum album L., 1753",ccs,,ccs,ccs
128520,128520,"Veratrum album L., 1753",ccs,,ccs,ccs
128546,128546,"Verbascum boerhavii L., 1767",crs,,crs,crs
128555,128555,"Verbascum chaixii Vill., 1779",crs,,crs,crs
128567,128567,"Verbascum densiflorum Bertol., 1810",crs,,crs,crs
128602,128602,"Verbascum lychnitis L., 1753",crs,,crs,crs
128615,128615,"Verbascum nigrum L., 1753",crs,,crs,crs
128627,128627,"Verbascum phlomoides L., 1753",crs,,crs,crs
128660,128660,"Verbascum thapsus L., 1753",crs,,crs,crs
142108,142108,"Verbascum thapsus subsp. montanum (Schrad.) Bonnier & Layens, 1894",crs,,crs,crs
128754,128754,"Verbena officinalis L., 1753",crr,,crr,crr
128787,128787,"Veronica allionii Vill., 1779",ccs,,ccs,ccs
128789,128789,"Veronica alpina L., 1753",css,,css,css
128797,128797,"Veronica aphylla L., 1753",css,,css,css
128801,128801,"Veronica arvensis L., 1753",rrs,,rrs,rrs
128803,128803,"Veronica austriaca L., 1759",,,ccs,
128808,128808,"Veronica beccabunga L., 1753",crs,,crs,crs
128810,128810,"Veronica bellidioides L., 1753",css,,css,css
128832,128832,"Veronica chamaedrys L., 1753",crs,,crs,crs
128854,128854,"Veronica dillenii Crantz, 1769",rrs,,rrs,rrs
128871,128871,"Veronica fruticans Jacq., 1762",css,,css,css
128872,128872,"Veronica fruticulosa L., 1762",css,,css,css
128938,128938,"Veronica officinalis L., 1753",ccs,,ccs,ccs
128956,128956,"Veronica persica Poir., 1808",crr,,crr,crr
128963,128963,"Veronica polita Fr., 1819",crr,,crr,crr
128970,128970,"Veronica praecox All., 1789",rrs,,rrs,rrs
142164,142164,Veronica serpyllifolia L. subsp. serpyllifolia,crs,,crs,crs
129003,129003,"Veronica serpyllifolia L., 1753",,,crs,
142160,142160,"Veronica serpyllifolia subsp. humifusa (Dicks.) Syme, 1866",crs,,crs,crs
129007,129007,"Veronica spicata L., 1753",css,,css,css
129032,129032,"Veronica triphyllos L., 1753",rrs,,rrs,rrs
129033,129033,"Veronica urticifolia Jacq., 1773",ccs,,ccs,ccs
142185,142185,Veronica verna L. subsp. verna,rrs,,rrs,rrs
129083,129083,"Viburnum lantana L., 1753",ccc,,ccc,ccc
129087,129087,"Viburnum opulus L., 1753",ccc,,ccc,ccc
129147,129147,"Vicia cracca L., 1753",crs,,crs,crs
129191,129191,"Vicia hirsuta (L.) Gray, 1821",crr,,crr,crr
129195,129195,"Vicia hybrida L., 1753",crr,,crr,crr
129225,129225,"Vicia lutea L., 1753",crr,,crr,crr
129260,129260,"Vicia onobrychioides L., 1753",ccs,,ccs,ccs
129271,129271,"Vicia peregrina L., 1753",rrr,,rrr,rrr
142236,142236,Vicia sativa L. subsp. sativa,crr,,crr,crr
129298,129298,"Vicia sativa L., 1753",,,crr,
129305,129305,"Vicia sepium L., 1753",ccs,,ccs,ccs
129319,129319,"Vicia sylvatica L., 1753",ccc,,ccc,ccc
129477,129477,"Vincetoxicum hirundinaria Medik., 1790",,,ccs,
129477,129477,"Vincetoxicum hirundinaria Medik., 1790",ccs,,ccs,ccs
129492,129492,"Viola alba Besser, 1809",ccs,,ccs,ccs
129492,129492,"Viola alba Besser, 1809",,,ccs,
129492,129492,"Viola alba Besser, 1809",ccs,,ccs,ccs
129492,129492,"Viola alba Besser, 1809",ccs,,ccs,ccs
129503,129503,"Viola argenteria Moraldo & Forneris, 1988",css,,css,css
129506,129506,"Viola arvensis Murray, 1770",rrr,,rrr,rrr
129520,129520,"Viola biflora L., 1753",css,,css,css
129527,129527,"Viola calcarata L., 1753",ccs,,ccs,ccs
142317,142317,"Viola canina subsp. ruppii (All.) Schübler & G.Martens, 1834",css,,css,css
129534,129534,"Viola cenisia L., 1763",css,,css,css
129539,129539,"Viola collina Besser, 1816",ccs,,ccs,ccs
129586,129586,"Viola hirta L., 1753",ccs,,ccs,ccs
611325,611325,"Viola laricicola Marcussen, 2003",ccs,,ccs,ccs
129623,129623,"Viola mirabilis L., 1753",ccs,,ccs,ccs
129632,129632,"Viola odorata L., 1753",ccs,,ccs,ccs
129639,129639,"Viola palustris L., 1753",sss,,sss,sss
129639,129639,"Viola palustris L., 1753",,,sss,
129666,129666,"Viola reichenbachiana Jord. ex Boreau, 1857",ccs,,ccs,ccs
129669,129669,"Viola riviniana Rchb., 1823",,,ccs,
129669,129669,"Viola riviniana Rchb., 1823",,,ccs,
129669,129669,"Viola riviniana Rchb., 1823",ccs,,ccs,ccs
129674,129674,"Viola rupestris F.W.Schmidt, 1791",css,,css,css
129730,129730,"Viola valderia All., 1785",css,,css,css
129906,129906,"Viscum album L., 1753",,,sss,
142441,142441,"Viscum album subsp. austriacum (Wiesb.) Vollm., 1914",sss,,sss,sss
130124,130124,"Woodsia alpina (Bolton) Gray, 1821",sss,,sss,sss
130520,130520,"Xeranthemum inapertum (L.) Mill., 1768",rrr,,rrr,rrr
